Dealer,Company,FEIN,DNI,Peripherals,Service Name,Owner,Unit ID,Unit,Unit Type,Carrier,Monthly Fee,Billing Group,Billing Period,Last Srv Paid Until,Service Paid Until,Serial #,Phone Number,Sim Number,IMEI,Bill To,Status,Last Event,Assigned To Company,Last Event Date,Last Contact On,Last Event Address
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,13Q7,SY009CE0267K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-13Q7,9103409985,57101602604287651,868574042781711,,Active,Parked,6/21/2024 4:56:44 AM,11/14/2024 3:08:58 PM,11/14/2024 3:09:12 PM,"Cl109 6, Barranquilla, Atlantico"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,13Q8,SY036CE0920K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-13Q8,9103424924,57101602604287650,868574042785951,,Active,Parked,6/21/2024 6:33:42 AM,11/14/2024 3:26:05 PM,11/14/2024 3:26:27 PM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,13QC,SY021CEQ062S8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-13QC,9103419927,57101602604287937,868574042911458,,Active,Parked,6/21/2024 6:01:13 AM,11/14/2024 3:20:18 PM,11/14/2024 3:22:44 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,13QD,SY009CE0269K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-13QD,9103419926,57101602604287938,868574042903695,,Active,Parked,7/16/2024 12:13:29 PM,11/14/2024 3:08:13 PM,11/14/2024 3:08:49 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,13QI,SW9363CEM0668,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-13QI,9103437308,57101602604287802,868574042793831,,Active,Parked,7/16/2024 11:23:26 AM,11/14/2024 3:08:57 PM,11/14/2024 3:09:36 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,13QM,SL9563CEM2278,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-13QM,9103977001,57101602604287797,868574042906029,,Active,Parked,6/21/2024 5:22:22 AM,11/14/2024 3:13:43 PM,11/14/2024 3:14:14 PM,"Av Autonorte-58, Bogota, Cundinamarca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,13QN,SY036CE0929K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-13QN,9103245321,57101602604287798,868574042917570,,Active,Parked,6/21/2024 9:27:25 PM,11/14/2024 3:28:42 PM,11/14/2024 3:29:03 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14CN,SY007CEQ702K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14CN,9103414953,57101602604287783,868574042895230,,Active,Parked,7/16/2024 11:33:23 AM,11/14/2024 3:09:10 PM,11/14/2024 3:09:37 PM,67M5V2PG+W9
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14DQ,SY007CEQ699K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14DQ,9103392604,57101602709643336,868574042784327,,Active,Parked,7/16/2024 1:07:00 PM,11/14/2024 3:08:00 PM,11/14/2024 3:09:05 PM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14DR,SY007CEQ665K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14DR,9103381489,57101602709643337,868574042785068,,Active,Idle - Stop,7/16/2024 12:25:40 PM,11/14/2024 4:00:56 PM,11/14/2024 4:01:11 PM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14DS,SY009CE0505K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14DS,9103426188,57101602709643338,868574042789672,,Active,Parked,7/16/2024 11:47:39 AM,11/14/2024 3:09:15 PM,11/14/2024 3:09:39 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14DT,SY007CEQ701K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14DT,9103448563,57101602709643339,868574042890520,,Active,Parked,7/16/2024 1:14:40 PM,11/14/2024 3:23:36 PM,11/14/2024 3:23:57 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14DV,SY007CEQ587K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14DV,9103392607,57101602709643335,868574042866140,,Active,Parked,7/16/2024 9:06:59 AM,11/14/2024 3:20:51 PM,11/14/2024 3:21:15 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14DX,SY005CEQ512K8,Queclink GV55W,MOVISTAR CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14DX,9103423676,57101602709643297,868574042919006,,Active,Parked,7/16/2024 10:22:49 AM,11/14/2024 3:08:37 PM,11/14/2024 3:09:27 PM,67M5V2QG+29
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14DZ,SY007CEQ696K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14DZ,9103432341,57101602709643331,868574042926993,,Active,Parked,7/16/2024 6:53:17 AM,11/14/2024 3:20:06 PM,11/14/2024 3:20:24 PM,"Av Autonorte-58, Bogota, Cundinamarca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14EX,SY005CEQ513K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14EX,9103431105,57101602709643274,868574042924840,,Active,Parked,7/16/2024 7:01:26 AM,11/14/2024 3:11:14 PM,11/14/2024 3:12:22 PM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14F2,SY005CEQ516K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14F2,9103434835,57101602709643277,868574042885215,,Active,Parked,7/16/2024 10:05:57 AM,11/14/2024 3:19:25 PM,11/14/2024 3:19:48 PM,"Calle 12 #82-2 a 82-154, Buenaventura, Buenaventura, Valle del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14F8,SY009CE0503K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14F8,9103380233,57101602709643288,868574042789714,,Active,Parked,7/16/2024 8:48:52 AM,11/14/2024 3:10:57 PM,11/14/2024 3:11:12 PM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14F9,SY007CEQ662K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14F9,9103453580,57101602709643289,868574042884903,,Active,Parked,7/16/2024 9:57:56 AM,11/14/2024 3:07:56 PM,11/14/2024 3:09:03 PM,"Cl109 6, Barranquilla, Atlantico, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14FB,SY005CEQ515K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14FB,9103447348,57101602709643291,868574042785845,,Active,Parked,7/17/2024 3:25:18 PM,11/14/2024 3:13:54 PM,11/14/2024 3:14:25 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14FC,SY005CEQ511K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14FC,9103436107,57101602709643292,868574042841481,,Active,Parked,7/16/2024 9:41:30 AM,11/14/2024 3:10:46 PM,11/14/2024 3:11:10 PM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14FE,SY005CEQ510K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14FE,9103446061,57101602709643294,868574042911649,,Active,Parked,7/16/2024 9:23:03 AM,11/14/2024 3:08:58 PM,11/14/2024 3:09:38 PM,67M5V2PG+X8
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14FG,SY003CE1287K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14FG,9103433579,57101602709643309,868574042781687,,Active,Parked,7/16/2024 11:08:34 AM,11/14/2024 3:41:12 PM,11/14/2024 3:41:25 PM,"Cl10 30-63, Yumbo, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14FH,SY003CE1286K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14FH,9103427407,57101602709643308,868574042907837,,Active,Parked,7/16/2024 10:36:19 AM,11/14/2024 3:04:17 PM,11/14/2024 3:04:48 PM,"Cl109 6, Barranquilla, Atlantico, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14FI,SY003CE1289K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14FI,9103428561,57101602709643307,868574042922521,,Active,Parked,7/16/2024 11:04:16 AM,11/14/2024 3:07:58 PM,11/14/2024 3:08:34 PM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14FJ,SY003CE1288K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14FJ,9103409959,57101602709643296,868574042847843,,Active,Parked,7/16/2024 8:15:36 PM,11/14/2024 3:08:18 PM,11/14/2024 3:08:52 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14GU,SY021CER028S8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14GU,9103382698,57101502501910426,868574042835129,,Active,Parked,8/21/2024 5:52:16 AM,11/14/2024 3:44:33 PM,11/14/2024 3:44:53 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14GZ,SY021CER006S8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14GZ,9103427437,57101502101664098,868574042907621,,Active,Parked,8/15/2024 11:04:01 AM,10/24/2024 4:30:57 PM,10/24/2024 4:31:13 PM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14H0,SY021CER031S8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14H0,9103427454,57101502101664051,868574042890017,,Active,Parked,8/21/2024 6:00:33 AM,11/14/2024 3:12:42 PM,11/14/2024 3:13:30 PM,"Av 40-44, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14H5,SY021CER005S8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14H5,9103428636,57101502101664036,868574042902549,,Active,Parked,8/15/2024 10:06:32 AM,11/4/2024 1:05:47 AM,11/4/2024 1:06:07 AM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14H6,SY021CER030S8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14H6,9103428652,57101502101664039,868574042862016,,Active,Parked,8/15/2024 7:56:07 AM,11/14/2024 3:05:28 PM,11/14/2024 3:05:44 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14H7,SY021CER029S8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14H7,9103386477,57101502501910366,868574042916879,,Active,Parked,8/15/2024 9:50:43 AM,11/14/2024 3:12:38 PM,11/14/2024 3:12:51 PM,"Calle 12 #82-2 a 82-154, Buenaventura, Buenaventura, Valle del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14H8,MONTACARGA ZSM450,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14H8,9103404955,57104502201158728,868574042891361,,Active,Idle - Stop,7/16/2024 1:30:01 PM,11/14/2024 4:01:06 PM,11/14/2024 4:02:12 PM,"Av 40-42, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14HE,SY021CER001S8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14HE,9103453551,57101602709643242,868574042883491,,Active,Power OFF,8/15/2024 10:47:27 AM,11/14/2024 6:40:53 AM,11/14/2024 6:41:09 AM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14HF,SY021CER003S8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14HF,9103451046,57101602709643243,868574042894084,,Active,Parked,8/21/2024 8:41:11 AM,11/14/2024 3:11:04 PM,11/14/2024 3:11:20 PM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14HY,SY021CER002S8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14HY,9103429850,57101602307593278,868574042878251,,Active,Parked,8/15/2024 10:26:31 AM,10/22/2024 1:19:10 PM,10/22/2024 1:59:04 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14I1,SY021CER000S8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14I1,9103389038,57101602604287645,868574042859079,,Active,Parked,8/21/2024 7:58:52 AM,10/13/2024 3:49:52 AM,10/13/2024 3:50:18 AM,"South America, Buenaventura, Valle del Cauca"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14I2,SY013CEP830K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14I2,9103433620,57101602604287646,868574042907738,,Active,Parked,8/15/2024 5:34:57 AM,11/14/2024 3:10:01 PM,11/14/2024 3:10:13 PM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14I4,SY013CEP858K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14I4,9103390293,57101602604287648,868574042870795,,Active,Parked,8/15/2024 7:18:29 AM,11/14/2024 3:30:43 PM,11/14/2024 3:31:05 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14I5,SY013CEP857K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14I5,9103380231,57101602604287652,868574042891932,,Active,Parked,8/15/2024 6:39:10 AM,11/14/2024 3:13:02 PM,11/14/2024 3:13:27 PM,"Av 40-42, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14I6,SY013CEP856K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14I6,9103457269,57101602604287653,868574042881941,,Active,Parked,8/15/2024 9:24:01 AM,11/14/2024 3:21:44 PM,11/14/2024 3:22:12 PM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14I7,SY013CEP859K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14I7,9103447282,57101602604287654,868574042869102,,Active,Parked,8/15/2024 6:57:36 AM,11/14/2024 3:11:07 PM,11/14/2024 3:12:19 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14I9,SY013CEP839K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14I9,9103403705,57101602604287656,868574042890546,,Active,Parked,8/15/2024 6:12:14 AM,11/14/2024 3:08:21 PM,11/14/2024 3:12:33 PM,"Av 40-42, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14IA,SY036CE1050K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,SX2-M007693-14IA,9103434810,57101602604287659,868574042876255,,Active,Parked,8/21/2024 7:18:46 AM,11/14/2024 3:14:48 PM,11/14/2024 3:15:15 PM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14IB,SY036CE1051K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14IB,9103396253,57101602604287660,868574042912969,,Active,Parked,8/21/2024 7:42:48 AM,11/14/2024 3:53:44 PM,11/14/2024 3:54:03 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14ID,SL9563CEM2568,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14ID,9103437356,57101602604287662,868574042884390,,Active,Parked,9/19/2024 5:52:10 AM,11/14/2024 3:08:28 PM,11/14/2024 3:08:57 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14IG,SL9563CEM2578,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14IG,9103448530,57101602604287667,868574042899620,,Active,Parked,9/19/2024 5:24:48 AM,11/14/2024 4:01:30 PM,11/14/2024 4:01:59 PM,"Av 40-41, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14IH,XB0220CE0005,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14IH,9103404931,57101602604287668,868574042910112,,Active,Power OFF,8/21/2024 9:23:02 AM,10/1/2024 5:18:44 PM,10/1/2024 5:36:36 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14IJ,SY013CEP837K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14IJ,9103411191,57101602604287935,868574042907860,,Active,Parked,8/15/2024 5:58:26 AM,11/14/2024 3:08:32 PM,11/14/2024 3:12:53 PM,"Av 40-44, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14IK,SY048CE6397K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14IK,9103426095,57101602604287934,868574042905393,,Active,Parked,8/21/2024 6:48:26 AM,11/14/2024 3:21:39 PM,11/14/2024 3:21:52 PM,"I-40 # 77, Buenaventura, Valle Del Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14IT,SY013CEP836K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14IT,9103408679,57101602604287924,868574042919121,,Active,Parked,8/15/2024 5:26:37 AM,11/14/2024 3:19:18 PM,11/14/2024 3:19:45 PM,"Cl10 30-85, Yumbo, Valle Cauca"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14IU,SY013CEP838K8,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14IU,9104044148,57101602604287923,868574042882220,,Active,Parked,8/15/2024 7:33:28 AM,11/14/2024 3:56:45 PM,11/14/2024 3:57:14 PM,"Cl. 61 Sur #48-84 a 48-248, Sabaneta, Sabaneta, Antioquia, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,14J0,SL9563CEM2588,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-14J0,9104050451,57101602604287917,868574042901053,,Active,Parked,8/21/2024 10:49:54 AM,11/14/2024 3:49:41 PM,11/14/2024 3:49:57 PM,"Av 40-43, Buenaventura, Valle Cauca, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Client,15FS,JUM154,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-15FS,9103980688,57101602307593775,868574042901210,,Active,Drive,11/7/2024 7:25:43 AM,11/14/2024 4:01:34 PM,11/14/2024 4:02:11 PM,"Km 22 de la vía Machetá - Guateque, , Boyacá, Colombia"
TSO Colombia - IBO IDCOM,SANY COLOMBIA SAS,900836437,,"Panic Button,",PLAN MAQUINARIA PESADA,Client,15FT,KYW600,Queclink GV55W,Claro CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,S2-M007693-15FT,9103976980,57101602307593776,868574042848643,,Active,Parked,11/7/2024 5:41:11 AM,11/14/2024 3:35:22 PM,11/14/2024 3:35:58 PM,"Tr69c 68bs-17, Bogota, Cundinamarca"
