,IMEI,Unit Type,Unit,Unit ID
1821,868574042741616,Queclink GV55W,TVC086,0ZIB
1822,868574042757505,Queclink GV55W,UPB622,10SG
1823,868574042677919,Queclink GV55W,WGV477,10SO
1824,6B301GSN,VidFleet 4K,TVC452 VF,11D2
1825,6B301GRR,VidFleet 4K,NY0719 VIDFLEET,11D7
1826,868574042588488,Queclink GV55W,WFZ557,12F5
1827,868574042739859,Queclink GV55W,SNT680,12F7
1828,868574042662697,Queclink GV55W,GQV921,12FX
1829,868574042587282,Queclink GV55W,FXW165,12GC
1830,868574042733308,Queclink GV55W,LPK702,12GD
1831,868574042608336,Queclink GV55W,GET315,12GE
1832,868574042606165,Queclink GV55W,LPK689,12GQ
1833,868574042768593,Queclink GV55W,LKN226,12GW
1834,868574042669270,Queclink GV55W,TGN756,12I0
1835,868574042696174,Queclink GV55W,LZR836,12IF
1836,868574042703640,Queclink GV55W,LSX188,12JT
1837,868574042591698,Queclink GV55W,LPL123,12K8
1838,868574042698212,Queclink GV55W,TVA850,12LC
1839,868574042597109,Queclink GV55W,WGA546,12LG
1840,868574042719158,Queclink GV55W,TAQ078,12LH
1841,868574042711700,Queclink GV55W,LPK644,12LM
1842,868574042705132,Queclink GV55W,LZR920,12MA
1843,868574042729215,Queclink GV55W,GFP781,12O3
1844,868574042596911,Queclink GV55W,GET317,12O4
1845,868574042584222,Queclink GV55W,WOU442,12O5
1846,868574042600036,Queclink GV55W,WHT322,12O7
1847,868574042707682,Queclink GV55W,UFZ576,12OB
1848,868574042677224,Queclink GV55W,WLX285,12OD
1849,868574042698808,Queclink GV55W,GET316,12OF
1850,868574042646666,Queclink GV55W,WMZ960,12OG
1851,868574042633755,Queclink GV55W,WGW369,12OH
1852,868574042727565,Queclink GV55W,TVB207,12OL
1853,868574042643044,Queclink GV55W,LPL144,12OO
1854,868574042631403,Queclink GV55W,LXS676,12OP
1855,868574042669213,Queclink GV55W,TZM632,12OQ
1856,868574042743331,Queclink GV55W,LZR759,12OR
1857,868574042590658,Queclink GV55W,LPK728,12OS
1858,868574042698469,Queclink GV55W,LSX192,12OX
1859,868574042690334,Queclink GV55W,EQX458,12OY
1860,868574042638812,Queclink GV55W,LZR848,12OZ
1861,868574042592076,Queclink GV55W,LZS004,12P1
1862,868574042661319,Queclink GV55W,LPK703,12P3
1863,868574042710074,Queclink GV55W,STS644,12P4
1864,868574042585005,Queclink GV55W,LPK701,12P5
1865,868574042712658,Queclink GV55W,LZR805,12PD
1866,868574042707344,Queclink GV55W, WCP887,12PG
1867,868574042787692,Queclink GV55W,TMP754,13DI
1868,868574042781877,Queclink GV55W,GUR726,13DL
1869,868574042783428,Queclink GV55W,WGW955,13DN
1870,868574042786454,Queclink GV55W,SJK827,13DS
1871,868574042877485,Queclink GV55W,WNK874,13OL
1872,868574042913702,Queclink GV55W,JPP711,13OQ
1873,868574042919501,Queclink GV55W,WGV284,13OT
1874,868574042917463,Queclink GV55W,WGV592,13OX
1875,868574042912894,Queclink GV55W,GFQ073,13OZ
1876,868574042786678,Queclink GV55W,GFQ350,13P2
1877,868574042789987,Queclink GV55W,SZM505,13P3
1878,868574042789573,Queclink GV55W,WLR127,13P4
1879,868574042785944,Queclink GV55W,LPL178,13P6
1880,868574042782651,Queclink GV55W,LGV024,13P7
1881,868574042789698,Queclink GV55W,LGV197,13P9
1882,868574042785126,Queclink GV55W,EQN563,13PA
1883,868574042895644,Queclink GV55W,LPL166,13PJ
1884,868574042784665,Queclink GV55W,WGV199,13PO
1885,868574042786090,Queclink GV55W,WCQ932,13PP
1886,6B301AUB,VidFleet 4K,XVM511 VF,13TT
1887,6B301AC3,VidFleet 4K,LPK675 VF,145H
1888,6B301AUG,VidFleet 4K,LPL270 VF,145I
1889,6B301GR6,VidFleet 4K,KQO033 VF,145L
1890,6B301AG8,VidFleet 4K,FXW089 VF,145N
1891,6B301AV5,VidFleet 4K,WFC955 VF,145P
1892,6B301A39,VidFleet 4K,KPP572 VF,145Q
1893,6B301APZ,VidFleet 4K,WGA546 VF,145S
1894,6B301AXT,VidFleet 4K,GQW872 VF,145V
1895,6B301AWC,VidFleet 4K,NOY039 VF,145X
1896,6B301AMQ,VidFleet 4K,NOX645 VF,145Y
1897,6B301AYN,VidFleet 4K,LPK701 VF,145Z
1898,6B301AT4,VidFleet 4K,LXS215 VF,146V
1899,6B301GPV,VidFleet 4K,STV805 VF,146W
1900,6B301AHW,VidFleet 4K,LPL282 VF,146Y
1901,6B301B52,VidFleet 4K,UQE679 VF,1475
1902,6B301ALR,VidFleet 4K,NOX646 VF,147K
1903,6B301A6R,VidFleet 4K,GFP738 VF,147P
1904,6B301BP2,VidFleet 4K,TGN756 VF,147Q
1905,6B301AYW,VidFleet 4K,WGV240 VF,147R
1906,6B301AC1,VidFleet 4K,FXU800 FV,147T
1907,6B301A72,VidFleet 4K,SNT680 VF,147W
1908,6B301B9U,VidFleet 4K,KQN461 VF,147X
1909,6B301AH1,VidFleet 4K,TZL253 VF,149E
1910,6B301ATH,VidFleet 4K,WGM178 VF,14A7
1911,6B301AC0,VidFleet 4K,WFH509 VF,14A8
1912,6B301AXL,VidFleet 4K,LPK598 VF,14AC
1913,6B301BP0,VidFleet 4K,NOY038 VF,14AD
1914,6B301AYQ,VidFleet 4K,WGW955 VF,14AE
1915,6B301GS0,VidFleet 4K,SKT165 VF,14AF
1916,6B301BN0,VidFleet 4K,LPK644 VF,14AI
1917,6B301A9R,VidFleet 4K,LPL313 VF,14AJ
1918,6B301AL0,VidFleet 4K,LPL305 VF,14AK
1919,6B301AXM,VidFleet 4K,GUR726 VF,14AM
1920,6B301AT1,VidFleet 4K,WCP887 VF,14AO
1921,6B301BEQ,VidFleet 4K,SJK827 VF,14AQ
1922,6B301BN3,VidFleet 4K,NOY037 VF,14AR
1923,6B301ANJ,VidFleet 4K,GFP730 VF,14AV
1924,6B301BLZ,VidFleet 4K,TDZ548 VF,14AX
1925,6B301AYL,VidFleet 4K,WLX285 VF,14B1
1926,6B301AYY,VidFleet 4K,GVT764 VF,14B5
1927,6B301AYK,VidFleet 4K,LPK750 VF,14B6
1928,6B301GQS,VidFleet 4K,TLN501 VF,14BB
1929,6B301AWQ,VidFleet 4K,LXS274 VF,14BD
1930,6B301BN1,VidFleet 4K,LPL191 VF,14BG
1931,6B301AXF,VidFleet 4K,TAQ078 VF,14BM
1932,868574042917596,Queclink GV55W,GFP875,14EO
1933,868574042909049,Queclink GV55W,LXS821,14G8
1934,868574042895024,Queclink GV55W,TZR669,14G9
1935,868574042847447,Queclink GV55W,TJV546,14GA
1936,868574042916994,Queclink GV55W,TZQ996,14GB
1937,868574042872569,Queclink GV55W,WHV550,14GC
1938,868574042898390,Queclink GV55W,WDP050,14GD
1939,868574042889878,Queclink GV55W,UAR700,14GE
1940,868574042855440,Queclink GV55W,THZ365,14GF
1941,868574042867593,Queclink GV55W,LXS961 ,14GG
1942,868574042909148,Queclink GV55W,WHU174,14GL
1943,868574042872387,Queclink GV55W,TJX651,14GP
1944,868574042909486,Queclink GV55W,NNV229,14GR
1945,868574042876412,Queclink GV55W,LXS933,14GV
1946,868574042894126,Queclink GV55W,ETK007,14GW
1947,868574042882675,Queclink GV55W,UYT529,14GX
1948,868574042875554,Queclink GV55W,SZU121,14GY
1949,868574042902572,Queclink GV55W,GVT473,14H1
1950,868574042888490,Queclink GV55W,LXS735,14H2
1951,868574042908447,Queclink GV55W,LFL370,14H3
1952,868574042905674,Queclink GV55W,SJQ370,14JV
1953,868574042870019,Queclink GV55W,STL789,14MM
1954,868574042867619,Queclink GV55W,STK919,14MQ
1955,868574042908785,Queclink GV55W,SPO423,14NN
1956,868574042866231,Queclink GV55W,WGV344,14OD
1957,868574042890678,Queclink GV55W,UPB618,14OZ
1958,868574042848957,Queclink GV55W,FSX728,14PM
1959,6B301GJ9,VidFleet 4K,NUW599 VF,14TK
1960,6B301GR7,VidFleet 4K,NGY633 VF,14TL
1961,6B301G24,VidFleet 4K,FXU935 VF,14TM
1962,6B301AR1,VidFleet 4K,LPK700 VF,14TQ
1963,6B301GSE,VidFleet 4K,GVT765 VF,14TS
1964,6B301GQ7,VidFleet 4K,NGY643 VF,14TT
1965,6B301GM0,VidFleet 4K,EXZ869 VF,14TW
1966,6B301GR8,VidFleet 4K,GEU117 VF,14TX
1967,6B301GRK,VidFleet 4K,EQO806 VF,14TY
1968,6B301GQK,VidFleet 4K,WOU441 VF,14TZ
1969,6B301GKV,VidFleet 4K,NUW700 VF,14U3
1970,6B301GKZ,VidFleet 4K,LPL315 VF,14YF
1971,868574042889795,Queclink GV55W,XVV002,14ZR
1972,868574042886262,Queclink GV55W,MYS083,14ZT
1973,868574042913538,Queclink GV55W,UQE894,152X
1974,868574042913488,Queclink GV55W,GQW622,152Z
1975,868574042864764,Queclink GV55W,TLW282,1530
1976,868574042842315,Queclink GV55W,WMQ356,1531
1977,868574042886890,Queclink GV55W,UFY303,1556
1978,868574042838354,Queclink GV55W,SXY923,1558
1979,868574042876511,Queclink GV55W,SIT705,1559
1980,868574042909213,Queclink GV55W,WCO200,15A9
1981,868574042889225,Queclink GV55W,WHQ238,15AB
1982,868574042915012,Queclink GV55W,SKK929,15GQ
1983,868574042925599,Queclink GV55W,LPK698,15KC
1984,868574042925789,Queclink GV55W,TVC988,15KM
1985,868574042910823,Queclink GV55W,WGX209,15KU
1986,6B301GPW,VidFleet 4K,NGY663 VF,15QI
1987,6B301GQX,VidFleet 4K,NGY653 VF,15QY
1988,6B301GQL,VidFleet 4K,WOU442 VF,15R2
1989,6B301GR2,VidFleet 4K,JYM636 VF,15R5
1990,6B301GQQ,VidFleet 4K,NGY673 VF,15RB
1991,6B301ALL,VidFleet 4K,LPL369 VF,15RE
1992,6B301AK4,VidFleet 4K,SNZ123 VF,15RI
1993,6B301GP8,VidFleet 4K,WHQ238 VF,15RL
1994,6B301BK1,VidFleet 4K,NGY683 VF,15RR
1995,6B301GS9,VidFleet 4K,LPL371 VF,15RU
1996,868574042781232,Queclink GV55W,UEE946,Q316
1997,358077093541213,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",AB04,0O9V
1998,358077093484042,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",AB02,0OCF
1999,357041069241043,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,MX175,0T25
2000,354514102531540,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MX194,12LQ
2001,354514102392729,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MX192,12LR
2002,354514102534486,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MX196,12LT
2003,354514102408624,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MX197,12LU
2004,354514102405489,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MX195,12LV
2005,354514102531946,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MX200,12LX
2006,354514102540426,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MX199,12LY
2007,354514102533868,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MX198,12LZ
2008,354514102549146,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MX193,12M0
2009,357041068836249,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,MX174,133H
2010,868574042924576,Queclink GV55W,BE03,15JJ
2011,868574042919949,Queclink GV55W,BE07,15K6
2012,868574042928403,Queclink GV55W,BE06,15KQ
2013,358077093348247,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,R35522,0Y1Q
2014,868574042746987,Queclink GV55W,TDS398,0ZII
2015,868574041323648,Queclink GV55W,VDO989,09I4
2016,868574042859004,Queclink GV55W,CFU42H,14JA
2017,868574042877576,Queclink GV55W,SSJ36G,14JB
2018,868574042591888,Queclink GV55W,SZT568,12P6
2019,868574042789086,Queclink GV55W,SPI853,13E9
2020,868574042907019,Queclink GV55W,FPN842,14NQ
2021,868574042923933,Queclink GV55W,OCH716,14OU
2022,868574042751177,Queclink GV55W,ZXT365 ,12G5
2023,868574042596663,Queclink GV55W,SPX636,0ZGF
2024,868574042880034,Queclink GV55W,SET294,14CY
2025,868574042464821,Queclink GV55W,TBZ305,12RP
2026,868574042410584,Queclink GV55W,SNJ596,488I
2027,868574042743828,Queclink GV55W,CATERPILLAR 420D,0ZAN
2028,868574042788005,Queclink GV55W,RETROEXCAVADORA 8787,14CP
2029,868574042881594,Queclink GV55W,CATERPILLAR 1599,15A1
2030,354514102533082,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,GDW946,12NV
2031,358077093506059,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,ENU559,O056
2032,868574042789664,Queclink GV55W,HXL639,13DY
2033,358077093312359,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,UAK031,0Y7C
2034,868574042736749,Queclink GV55W,SY013CD1909K8,0DHX
2035,868574042872544,Queclink GV55W,ESM601,14PW
2036,868574042875273,Queclink GV55W,LSX458,14PX
2037,868574042864954,Queclink GV55W,FVL706,14PZ
2038,868574042912357,Queclink GV55W,FUZ949,14Q3
2039,868574042911763,Queclink GV55W,GUW409,14Q4
2040,868574042856216,Queclink GV55W,LSY002,15B8
2041,868574042863048,Queclink GV55W,KYP232,15B9
2042,868574042837133,Queclink GV55W,KYP600,15BA
2043,868574042851332,Queclink GV55W,KYR785,15BE
2044,868574042853692,Queclink GV55W,LSY318,15BG
2045,868574042862834,Queclink GV55W,KYP504,15BH
2046,868574042851597,Queclink GV55W,LSY283,15BI
2047,868574042868708,Queclink GV55W,KYR726,15BO
2048,868574042893870,Queclink GV55W,KYO531,15CK
2049,868574042873385,Queclink GV55W,LSX996,15CL
2050,868574042903117,Queclink GV55W,LSY825,15CM
2051,868574042902317,Queclink GV55W,JTS464,15CQ
2052,868574042889886,Queclink GV55W,JTR974,15CR
2053,868574042843693,Queclink GV55W,JTR983,15CU
2054,868574042901913,Queclink GV55W,KYR850,15HM
2055,868574042899570,Queclink GV55W,KYR848,15HN
2056,868574042927181,Queclink GV55W,JTS638,15HQ
2057,868574042931464,Queclink GV55W,FUZ951,15IG
2058,354514101466458,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,SY0079CC70078,0VVK
2059,358014097744659,GenX 5P,EXCA SY003ACB20568,0NN8
2060,868574042466107,Queclink GV55W,SY007CEP572K8,12QD
2061,868574042786157,Queclink GV55W,SY007CEP532K8,12QX
2062,353816058018138,GenX 653B IA 5B,MINICARG CDM312,A80U
2063,868574042875893,Queclink GV55W,NGY616,15AV
2064,868574042889589,Queclink GV55W,NGY615,15AY
2065,868574042908025,Queclink GV55W,NOM790,14HN
2066,868574042916002,Queclink GV55W,EQZ522,14HO
2067,868574042897962,Queclink GV55W,JYV551,14HP
2068,868574042874631,Queclink GV55W,EMV263,14HQ
2069,868574042877352,Queclink GV55W,GET211,14HR
2070,868574042850730,Queclink GV55W,WCS435,14HW
2071,868574042904842,Queclink GV55W,WGY846,14IM
2072,868574042899562,Queclink GV55W,EQZ521,14IN
2073,868574042912993,Queclink GV55W,LOX479,14IO
2074,868574042861653,Queclink GV55W,KQS111,14IY
2075,868574042874227,Queclink GV55W,JET019,14JJ
2076,868574042859319,Queclink GV55W,FNM402,14JL
2077,868574042866645,Queclink GV55W,JLW978,14JM
2078,868574042899067,Queclink GV55W,EMV259,14JO
2079,868574042874342,Queclink GV55W,JEQ125,14JP
2080,868574042883137,Queclink GV55W,NIS976,14JQ
2081,868574042889639,Queclink GV55W,LIZ522,14JR
2082,868574042840905,Queclink GV55W,NIO569,14JS
2083,868574042889548,Queclink GV55W,ERl419,14JT
2084,868574042862511,Queclink GV55W,LQS037,14JX
2085,868574042849245,Queclink GV55W,GET212,14JY
2086,868574042842554,Queclink GV55W,NFZ590,14JZ
2087,868574042889282,Queclink GV55W,WEP242,14K0
2088,868574042893029,Queclink GV55W,FSW177,14K1
2089,868574042877162,Queclink GV55W,EQZ068,14KM
2090,868574042886379,Queclink GV55W,WNY590,14L6
2091,868574042732276,Queclink GV55,EUU875,09N0
2092,868574041971032,Queclink GV55W,CID677,0W99
2093,868574042711809,Queclink GV55W,BJQ265,0ZF5
2094,868574042743760,Queclink GV55W,BHF270,0ZGE
2095,868574042717913,Queclink GV55W,CEC233,0ZHX
2096,868574042747472,Queclink GV55W,203XIR,0ZIP
2097,868574042888029,Queclink GV55W,LKN257,14LX
2098,868574042893797,Queclink GV55W,GDX523,14LY
2099,868574042860036,Queclink GV55W,JYX637,14M0
2100,868574042695564,Queclink GV55W,CAT0416EAMFG13809,04BS
2101,354514101469874,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,(SPS168),905B
2102,868574042720412,Queclink GV55W,POWERSCREEN 1846,0ZDQ
2103,6B301AJT,VidFleet 4K,WPK258 VF,11BS
2104,868574042796271,Queclink GV55W,WEH160,13J9
2105,868574042017009,Queclink GV55W,NLW477,14K5
2106,868574042697883,Queclink GV55W,SY007CEQ661K8,12PA
2107,868574042921747,Queclink GV55W,WNK333,15GA
2108,868574042568787,Queclink GV55W,BMA11H,12Q7
2109,868574042902903,Queclink GV55W,TBK477,15ML
2110,868574042844816,Queclink GV55W,UIG753,15P5
2111,868574042785506,Queclink GV55W,SY007CEP596K8,12QF
2112,868574042783881,Queclink GV55W,BXX229,13HY
2113,868574042609912,Queclink GV55W,SY007CD5112K8,12FL
2114,868574042604251,Queclink GV55W,LKL861,0XF9
2115,357041069557745,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,JIM033,0Z3C
2116,868574042752449,Queclink GV55W,CAT0D5K2JKYY00884,12F4
2117,868574042609938,Queclink GV55W,EXCAVADORA 6638,12F8
2118,868574042609409,Queclink GV55W,LCU948,12FW
2119,868574042698428,Queclink GV55W,WDS321,12OA
2120,868574042594114,Queclink GV55W,WDS340,12OC
2121,868574042696356,Queclink GV55W,WDS334,12P8
2122,868574042785852,Queclink GV55W,CATERPILLAR 3989,13K3
2123,868574042849039,Queclink GV55W,CAT0420FTHWD03938,13PI
2124,358077092415815,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,NIT087,0Z8G
2125,868574042865464,Queclink GV55W,LNU691,14PY
2126,868574042659925,Queclink GV55W,LLR303,12GG
2127,868574042714050,Queclink GV55W,ERK929,12LF
2128,868574042895388,Queclink GV55W,RMY498,15JI
2129,868574042783303,Queclink GV55W,SY007CEP573K8,12QB
2130,354725060620428,GenX 656BV,SOR448,61AH
2131,357520075646394,GenX 656BV,SZX622,902H
2132,359369091040978,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,SY0307CB08538,0PY6
2133,358014098072530,GenX 5P,SY036RCB50388,0NMY
2134,868574042781760,Queclink GV55W,LA NIÑA ASHLEY,13P8
2135,868574042730353,Queclink GV55W,SY007CD5082K8,12GS
2136,868574042781661,Queclink GV55W,SY007CEP809K8,13K9
2137,868574042655352,Queclink GV55W,BOBCAT S530-2,0ZFL
2138,868574042676770,Queclink GV55W,CAT 320D-2,12K6
2139,868574042893045,Queclink GV55W,AWK423,14OF
2140,868574042835566,Queclink GV55W,SZW528,14OP
2141,868574042657119,Queclink GV55W,SY013CD1910K8,0DHU
2142,352556102525818,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,SY021NCCT8198,0UAO
2143,352556102055857,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,SY021KCCX5838,0VTI
2144,868574042911805,Queclink GV55W,SY003CE1300K8,14NG
2145,868574042881958,Queclink GV55W,JOHNDERRE310SJ,14KP
2146,357041066466734,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,SY007SCC71828,0VKH
2147,868574042920376,Queclink GV55W,977AFW,15KA
2148,357041063759693,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,NCQ731,0DFQ
2149,868574042783659,Queclink GV55W,TJV144,13JB
2150,868574042797857,Queclink GV55W,TRB115,13JE
2151,868574042890496,Queclink GV55W,TJV390,14CJ
2152,868574042787270,Queclink GV55W,TTG273,14CS
2153,868574042858444,Queclink GV55W,TSX790,14ME
2154,868574042889233,Queclink GV55W, UFX810,14MJ
2155,868574042894175,Queclink GV55W,SNQ176,14NS
2156,868574042891841,Queclink GV55W,TEO385,14NU
2157,868574042653779,Queclink GV55W,WCO117,12OJ
2158,868574042747837,Queclink GV55W,SY007SCD35828,0ZCV
2159,868574042783337,Queclink GV55W,USC786,12Q8
2160,868574042583778,Queclink GV55W,SL9563CEM0258,12M5
2161,868574042794508,Queclink GV55W,SL9563CEM0268,12PW
2162,868574042607056,Queclink GV55W,SY007CD5512K8,12SG
2163,352556102311698,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,SY021NCCT8208,0UAN
2164,868574042876792,Queclink GV55W,A363 - TJR235,14KI
2165,868574042896295,Queclink GV55W,J294 - ESU457,14KK
2166,868574042850805,Queclink GV55W,A489 - SXF365,14KZ
2167,868574042901491,Queclink GV55W,D038 - TJR191,14MG
2168,868574042875786,Queclink GV55W,J037 - TJR606,14MH
2169,868574042924725,Queclink GV55W,D073 - TJR424,14MI
2170,868574042926514,Queclink GV55W,A407 - TJQ968,14MK
2171,868574042907811,Queclink GV55W,J262 - TJR535,14N9
2172,868574042903943,Queclink GV55W,A616 - SXG759,14NA
2173,868574042839352,Queclink GV55W,J110 - TJR204,14NB
2174,868574042917083,Queclink GV55W,H327 - SXG773,14ND
2175,868574042848098,Queclink GV55W,D369 - TJR526,14NE
2176,868574042897905,Queclink GV55W,J246 - FSU501,14NO
2177,868574042892203,Queclink GV55W,A430 - SXF791,14NP
2178,868574042901285,Queclink GV55W,H409 - SXF773,14NZ
2179,868574042900782,Queclink GV55W,A107 - EST971,14O0
2180,868574042787973,Queclink GV55W,NEC448,13ES
2181,868574042931621,Queclink GV55W,OOJ672,15O6
2182,868574042641618,Queclink GV55W,CWZ743,12F9
2183,868574042765755,Queclink GV55W,SY007CD5105K8,12GM
2184,358077093407399,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,WPX340,0ZBO
2185,354514102545771,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,TJR322,12H3
2186,354514102530732,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,SQX579,15H5
2187,868574042704507,Queclink GV55W,JZR158,14LA
2188,352556102521122,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,AUP035,0U2M
2189,868574042710371,Queclink GV55W,FJS030,0CHC
2190,868574042677455,Queclink GV55W,VCZ520,492B
2191,868574041195772,Queclink GV55W,EXCAVADORA 20806 (KO,0XNN
2192,868574042787254,Queclink GV55W,TFV625,14EG
2193,357041060841098,CalAmp 2630 - 3G - LMU2631H-H000-G1000,LXS770,03LH
2194,868574042748009,Queclink GV55W,ZNO072-OXIMED,0Z9C
2195,868574042726336,Queclink GV55W,ZNO071,0ZAW
2196,868574042605589,Queclink GV55W,ZNO050,12HP
2197,868574042674320,Queclink GV55W,LTL617,05VQ
2198,868574042751326,Queclink GV55W,LOADER T36E,0ZBT
2199,868574042795877,Queclink GV55W,KOMATSU,14DL
2200,868574042794730,Queclink GV55W,BOBCATS175,14DD
2201,868574042913546,Queclink GV55W,JOHN DEERE 310G/581,14DP
2202,868574042601026,Queclink GV55W,GFQ049,0ZF1
2203,868574042592217,Queclink GV55W,GFQ052,0ZF7
2204,868574041953147,Queclink GV55W,GFQ048,0ZGA
2205,354514101469775,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,GFQ050,105T
2206,868574042784368,Queclink GV55W,WOU612,13H0
2207,6B301ATQ,VidFleet 4K,TLK150 VF,13TK
2208,868574042920541,Queclink GV55W,S0Q315,15FZ
2209,868574042921010,Queclink GV55W,TGL216,15G0
2210,868574042931142,Queclink GV55W,JTW235,15G1
2211,868574042919279,Queclink GV55W,SPV106,15G2
2212,868574042864434,Queclink GV55W,SZP834,15G3
2213,868574042890421,Queclink GV55W,JTW091,15G4
2214,868574042891601,Queclink GV55W,TSY038,15G5
2215,868574042872734,Queclink GV55W,WCK178,15G7
2216,868574042846787,Queclink GV55W,TTY535,15G8
2217,868574042895081,Queclink GV55W,WFR525,15GL
2218,359369090152626,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,KUN556,U727
2219,868574042748421,Queclink GV55W,SY007CD5102K8,12FT
2220,868574042875364,Queclink GV55W,FST667,14O5
2221,868574042719992,Queclink GV55W,CATERPILLAR 323D2L,0ZDH
2222,868574042567557,Queclink GV55W,SL9563CEM0188,12QT
2223,868574042794706,Queclink GV55W,SY036CE0650K8,13J7
2224,354514101466573,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,SY021KCCX5858,0VTM
2225,868574042847504,Queclink GV55W,NSO348,15F2
2226,868574042907902,Queclink GV55W,WLL091,15F3
2227,868574042607197,Queclink GV55W,SY007CEQ688K8,03MJ
2228,868574042797923,Queclink GV55W,SY007CEQ667K8,14DU
2229,868574042728217,Queclink GV55W,JYO185,12G8
2230,868574042889670,Queclink GV55W,MGZ873,14JE
2231,352556102057317,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CAMP JIMNY/1041 Mari,0Q67
2232,868574042020342,Queclink GV55W,MOTO XTZ125/1043-125,12KR
2233,868574042585757,Queclink GV55W,MOTO XTZ125/1042 ELI,12M4
2234,868574042697073,Queclink GV55W,MOTO XTZ125/1044 AND,12OK
2235,352556101968522,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,SSL463,0TXP
2236,6B301GPX,VidFleet 4K,SSL375 VF,11BQ
2237,868574042788401,Queclink GV55W,SSL466,14CL
2238,868574042848247,Queclink GV55W,SSL487,15CB
2239,6B301GR9,VidFleet 4K,SSL051 VF,15RH
2240,868574042790084,Queclink GV55W,NNZ720,14CW
2241,868574042904339,Queclink GV55W,HFT643,15J3
2242,868574042895040,Queclink GV55W,UBY390,15JO
2243,868574042855374,Queclink GV55W,KVY471,13P1
2244,868574042905708,Queclink GV55W,HOLLANDB115B,14J1
2245,868574042747381,Queclink GV55W,HCM1U100K00218756,0ZDT
2246,868574042748215,Queclink GV55W,SY007CD5529K8,12HT
2247,868574042905112,Queclink GV55W,RETROEXCAVADORA3C,15NP
2248,868574042708284,Queclink GV55W,GLS931,00MK
2249,352556102904179,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,ADV15H,02W3
2250,868574042660881,Queclink GV55W,JNL89G,03Z1
2251,868574042724398,Queclink GV55W,JNU69G,04BH
2252,868574042647573,Queclink GV55W,JXS78D,05X4
2253,868574042661905,Queclink GV55W,BVJ95G,07RW
2254,868574042746086,Queclink GV55W,JMJ98G,07U8
2255,868574042656657,Queclink GV55W,IAP36G,09MW
2256,359369090574597,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,CHZ85G,0A7L
2257,868574042432992,Queclink GV55W,TUZ64G,0A7O
2258,868574042732284,Queclink GV55W,MSU856,0ATJ
2259,868574042750781,Queclink GV55W,LEC677,0AW1
2260,354514101466565,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,YDL04F,0CHN
2261,352556102767857,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,WNL17G,0CKS
2262,359369090573235,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,WHR045,0H8E
2263,868574042707906,Queclink GV55W,XBF62G,0I0M
2264,359369090071883,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,IEZ76G,0I1N
2265,358077093488993,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,NXS951,0IHB
2266,352556102742322,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,NXT351,0K4N
2267,352556102758443,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,LKX555,0KVE
