,Unit,Unit ID,Unit Type,IMEI
1792,KYV773,12F6,Queclink GV55W,868574042660030
1793,DQT415,05YN,Queclink GV55W,868574042736939
1794,MYK212,07QS,Queclink GV55W,868574042658737
1795,DOQ609,0A7I,Queclink GV55W,868574042756861
1796,CATERPILLAR 0649,13QX,Queclink GV55W,868574042786389
1797,SY007CEP808K8,13KA,Queclink GV55W,868574042787106
1798,OQF426,12I6,Queclink GV55W,868574042690227
1799,WGW642,14IX,Queclink GV55W,868574041232393
1800,GYR670,15IJ,Queclink GV55W,868574042931571
1801,SY0079CD36538,0ZD5,Queclink GV55W,868574042741384
1802,LGU522,14MU,Queclink GV55W,868574042912522
1803,JLW382,15AK,Queclink GV55W,868574042869052
1804,KXT074,15AC,Queclink GV55W,868574042877253
1805,SY007CEP597K8,12QC,Queclink GV55W,868574042497227
1806,LPL126,0CZ0,Queclink GV55W,868574042768338
1807,FXW344,0K4V,Queclink GV55W,868574042015953
1808,WOP050,0TW1,Queclink GV300W,863457051938650
1809,TZM647,0XCF,Queclink GV55W,868574042594445
1810,KPP572,0XFG,Queclink GV55W,868574042410501
1811,LPK700,0XGF,Queclink GV55W,868574041311213
1812,LPK695,0XHD,Queclink GV55W,868574041208401
1813,SOD803,0XJ7,Queclink GV55W,868574042762141
1814,WNL375,0XJD,Queclink GV55W,868574042411020
1815,TJQ698,0XKU,Queclink GV55W,868574041307278
1816,LPK710,0XKZ,Queclink GV55W,868574042409966
1817,WCP328,0XLF,Queclink GV55W,868574042411210
1818,XVM511,0ZFE,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102798118
1819,TFU359,0ZFR,Queclink GV55W,868574042723689
1820,WNL368,0ZHP,Queclink GV55W,868574042745237
1821,TVC086,0ZIB,Queclink GV55W,868574042741616
1822,UPB622,10SG,Queclink GV55W,868574042757505
1823,WGV477,10SO,Queclink GV55W,868574042677919
1824,TVC452 VF,11D2,VidFleet 4K,6B301GSN
1825,NY0719 VIDFLEET,11D7,VidFleet 4K,6B301GRR
1826,WFZ557,12F5,Queclink GV55W,868574042588488
1827,SNT680,12F7,Queclink GV55W,868574042739859
1828,GQV921,12FX,Queclink GV55W,868574042662697
1829,FXW165,12GC,Queclink GV55W,868574042587282
1830,LPK702,12GD,Queclink GV55W,868574042733308
1831,GET315,12GE,Queclink GV55W,868574042608336
1832,LPK689,12GQ,Queclink GV55W,868574042606165
1833,LKN226,12GW,Queclink GV55W,868574042768593
1834,TGN756,12I0,Queclink GV55W,868574042669270
1835,LZR836,12IF,Queclink GV55W,868574042696174
1836,LSX188,12JT,Queclink GV55W,868574042703640
1837,LPL123,12K8,Queclink GV55W,868574042591698
1838,TVA850,12LC,Queclink GV55W,868574042698212
1839,WGA546,12LG,Queclink GV55W,868574042597109
1840,TAQ078,12LH,Queclink GV55W,868574042719158
1841,LPK644,12LM,Queclink GV55W,868574042711700
1842,LZR920,12MA,Queclink GV55W,868574042705132
1843,GFP781,12O3,Queclink GV55W,868574042729215
1844,GET317,12O4,Queclink GV55W,868574042596911
1845,WOU442,12O5,Queclink GV55W,868574042584222
1846,WHT322,12O7,Queclink GV55W,868574042600036
1847,UFZ576,12OB,Queclink GV55W,868574042707682
1848,WLX285,12OD,Queclink GV55W,868574042677224
1849,GET316,12OF,Queclink GV55W,868574042698808
1850,WMZ960,12OG,Queclink GV55W,868574042646666
1851,WGW369,12OH,Queclink GV55W,868574042633755
1852,TVB207,12OL,Queclink GV55W,868574042727565
1853,LPL144,12OO,Queclink GV55W,868574042643044
1854,LXS676,12OP,Queclink GV55W,868574042631403
1855,TZM632,12OQ,Queclink GV55W,868574042669213
1856,LZR759,12OR,Queclink GV55W,868574042743331
1857,LPK728,12OS,Queclink GV55W,868574042590658
1858,LSX192,12OX,Queclink GV55W,868574042698469
1859,EQX458,12OY,Queclink GV55W,868574042690334
1860,LZR848,12OZ,Queclink GV55W,868574042638812
1861,LZS004,12P1,Queclink GV55W,868574042592076
1862,LPK703,12P3,Queclink GV55W,868574042661319
1863,STS644,12P4,Queclink GV55W,868574042710074
1864,LPK701,12P5,Queclink GV55W,868574042585005
1865,LZR805,12PD,Queclink GV55W,868574042712658
1866, WCP887,12PG,Queclink GV55W,868574042707344
1867,TMP754,13DI,Queclink GV55W,868574042787692
1868,GUR726,13DL,Queclink GV55W,868574042781877
1869,WGW955,13DN,Queclink GV55W,868574042783428
1870,SJK827,13DS,Queclink GV55W,868574042786454
1871,WNK874,13OL,Queclink GV55W,868574042877485
1872,JPP711,13OQ,Queclink GV55W,868574042913702
1873,WGV284,13OT,Queclink GV55W,868574042919501
1874,WGV592,13OX,Queclink GV55W,868574042917463
1875,GFQ073,13OZ,Queclink GV55W,868574042912894
1876,GFQ350,13P2,Queclink GV55W,868574042786678
1877,SZM505,13P3,Queclink GV55W,868574042789987
1878,WLR127,13P4,Queclink GV55W,868574042789573
1879,LPL178,13P6,Queclink GV55W,868574042785944
1880,LGV024,13P7,Queclink GV55W,868574042782651
1881,LGV197,13P9,Queclink GV55W,868574042789698
1882,EQN563,13PA,Queclink GV55W,868574042785126
1883,LPL166,13PJ,Queclink GV55W,868574042895644
1884,WGV199,13PO,Queclink GV55W,868574042784665
1885,WCQ932,13PP,Queclink GV55W,868574042786090
1886,XVM511 VF,13TT,VidFleet 4K,6B301AUB
1887,LPK675 VF,145H,VidFleet 4K,6B301AC3
1888,LPL270 VF,145I,VidFleet 4K,6B301AUG
1889,KQO033 VF,145L,VidFleet 4K,6B301GR6
1890,FXW089 VF,145N,VidFleet 4K,6B301AG8
1891,WFC955 VF,145P,VidFleet 4K,6B301AV5
1892,KPP572 VF,145Q,VidFleet 4K,6B301A39
1893,WGA546 VF,145S,VidFleet 4K,6B301APZ
1894,GQW872 VF,145V,VidFleet 4K,6B301AXT
1895,NOY039 VF,145X,VidFleet 4K,6B301AWC
1896,NOX645 VF,145Y,VidFleet 4K,6B301AMQ
1897,LPK701 VF,145Z,VidFleet 4K,6B301AYN
1898,LXS215 VF,146V,VidFleet 4K,6B301AT4
1899,STV805 VF,146W,VidFleet 4K,6B301GPV
1900,LPL282 VF,146Y,VidFleet 4K,6B301AHW
1901,UQE679 VF,1475,VidFleet 4K,6B301B52
1902,NOX646 VF,147K,VidFleet 4K,6B301ALR
1903,GFP738 VF,147P,VidFleet 4K,6B301A6R
1904,TGN756 VF,147Q,VidFleet 4K,6B301BP2
1905,WGV240 VF,147R,VidFleet 4K,6B301AYW
1906,FXU800 FV,147T,VidFleet 4K,6B301AC1
1907,SNT680 VF,147W,VidFleet 4K,6B301A72
1908,KQN461 VF,147X,VidFleet 4K,6B301B9U
1909,TZL253 VF,149E,VidFleet 4K,6B301AH1
1910,WGM178 VF,14A7,VidFleet 4K,6B301ATH
1911,WFH509 VF,14A8,VidFleet 4K,6B301AC0
1912,LPK598 VF,14AC,VidFleet 4K,6B301AXL
1913,NOY038 VF,14AD,VidFleet 4K,6B301BP0
1914,WGW955 VF,14AE,VidFleet 4K,6B301AYQ
1915,SKT165 VF,14AF,VidFleet 4K,6B301GS0
1916,LPK644 VF,14AI,VidFleet 4K,6B301BN0
1917,LPL313 VF,14AJ,VidFleet 4K,6B301A9R
1918,LPL305 VF,14AK,VidFleet 4K,6B301AL0
1919,GUR726 VF,14AM,VidFleet 4K,6B301AXM
1920,WCP887 VF,14AO,VidFleet 4K,6B301AT1
1921,SJK827 VF,14AQ,VidFleet 4K,6B301BEQ
1922,NOY037 VF,14AR,VidFleet 4K,6B301BN3
1923,GFP730 VF,14AV,VidFleet 4K,6B301ANJ
1924,TDZ548 VF,14AX,VidFleet 4K,6B301BLZ
1925,WLX285 VF,14B1,VidFleet 4K,6B301AYL
1926,GVT764 VF,14B5,VidFleet 4K,6B301AYY
1927,LPK750 VF,14B6,VidFleet 4K,6B301AYK
1928,TLN501 VF,14BB,VidFleet 4K,6B301GQS
1929,LXS274 VF,14BD,VidFleet 4K,6B301AWQ
1930,LPL191 VF,14BG,VidFleet 4K,6B301BN1
1931,TAQ078 VF,14BM,VidFleet 4K,6B301AXF
1932,GFP875,14EO,Queclink GV55W,868574042917596
1933,LXS821,14G8,Queclink GV55W,868574042909049
1934,TZR669,14G9,Queclink GV55W,868574042895024
1935,TJV546,14GA,Queclink GV55W,868574042847447
1936,TZQ996,14GB,Queclink GV55W,868574042916994
1937,WHV550,14GC,Queclink GV55W,868574042872569
1938,WDP050,14GD,Queclink GV55W,868574042898390
1939,UAR700,14GE,Queclink GV55W,868574042889878
1940,THZ365,14GF,Queclink GV55W,868574042855440
1941,LXS961 ,14GG,Queclink GV55W,868574042867593
1942,WHU174,14GL,Queclink GV55W,868574042909148
1943,TJX651,14GP,Queclink GV55W,868574042872387
1944,NNV229,14GR,Queclink GV55W,868574042909486
1945,LXS933,14GV,Queclink GV55W,868574042876412
1946,ETK007,14GW,Queclink GV55W,868574042894126
1947,UYT529,14GX,Queclink GV55W,868574042882675
1948,SZU121,14GY,Queclink GV55W,868574042875554
1949,GVT473,14H1,Queclink GV55W,868574042902572
1950,LXS735,14H2,Queclink GV55W,868574042888490
1951,LFL370,14H3,Queclink GV55W,868574042908447
1952,SJQ370,14JV,Queclink GV55W,868574042905674
1953,STL789,14MM,Queclink GV55W,868574042870019
1954,STK919,14MQ,Queclink GV55W,868574042867619
1955,SPO423,14NN,Queclink GV55W,868574042908785
1956,WGV344,14OD,Queclink GV55W,868574042866231
1957,UPB618,14OZ,Queclink GV55W,868574042890678
1958,FSX728,14PM,Queclink GV55W,868574042848957
1959,NUW599 VF,14TK,VidFleet 4K,6B301GJ9
1960,NGY633 VF,14TL,VidFleet 4K,6B301GR7
1961,FXU935 VF,14TM,VidFleet 4K,6B301G24
1962,LPK700 VF,14TQ,VidFleet 4K,6B301AR1
1963,GVT765 VF,14TS,VidFleet 4K,6B301GSE
1964,NGY643 VF,14TT,VidFleet 4K,6B301GQ7
1965,EXZ869 VF,14TW,VidFleet 4K,6B301GM0
1966,GEU117 VF,14TX,VidFleet 4K,6B301GR8
1967,EQO806 VF,14TY,VidFleet 4K,6B301GRK
1968,WOU441 VF,14TZ,VidFleet 4K,6B301GQK
1969,NUW700 VF,14U3,VidFleet 4K,6B301GKV
1970,LPL315 VF,14YF,VidFleet 4K,6B301GKZ
1971,XVV002,14ZR,Queclink GV55W,868574042889795
1972,MYS083,14ZT,Queclink GV55W,868574042886262
1973,UQE894,152X,Queclink GV55W,868574042913538
1974,GQW622,152Z,Queclink GV55W,868574042913488
1975,TLW282,1530,Queclink GV55W,868574042864764
1976,WMQ356,1531,Queclink GV55W,868574042842315
1977,UFY303,1556,Queclink GV55W,868574042886890
1978,SXY923,1558,Queclink GV55W,868574042838354
1979,SIT705,1559,Queclink GV55W,868574042876511
1980,WCO200,15A9,Queclink GV55W,868574042909213
1981,WHQ238,15AB,Queclink GV55W,868574042889225
1982,SKK929,15GQ,Queclink GV55W,868574042915012
1983,LPK698,15KC,Queclink GV55W,868574042925599
1984,TVC988,15KM,Queclink GV55W,868574042925789
1985,WGX209,15KU,Queclink GV55W,868574042910823
1986,NGY663 VF,15QI,VidFleet 4K,6B301GPW
1987,NGY653 VF,15QY,VidFleet 4K,6B301GQX
1988,WOU442 VF,15R2,VidFleet 4K,6B301GQL
1989,JYM636 VF,15R5,VidFleet 4K,6B301GR2
1990,NGY673 VF,15RB,VidFleet 4K,6B301GQQ
1991,LPL369 VF,15RE,VidFleet 4K,6B301ALL
1992,SNZ123 VF,15RI,VidFleet 4K,6B301AK4
1993,WHQ238 VF,15RL,VidFleet 4K,6B301GP8
1994,NGY683 VF,15RR,VidFleet 4K,6B301BK1
1995,LPL371 VF,15RU,VidFleet 4K,6B301GS9
1996,UEE946,Q316,Queclink GV55W,868574042781232
1997,AB04,0O9V,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",358077093541213
1998,AB02,0OCF,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",358077093484042
1999,MX175,0T25,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,357041069241043
2000,MX194,12LQ,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102531540
2001,MX192,12LR,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102392729
2002,MX196,12LT,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102534486
2003,MX197,12LU,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102408624
2004,MX195,12LV,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102405489
2005,MX200,12LX,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102531946
2006,MX199,12LY,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102540426
2007,MX198,12LZ,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102533868
2008,MX193,12M0,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102549146
2009,MX174,133H,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,357041068836249
2010,BE03,15JJ,Queclink GV55W,868574042924576
2011,BE07,15K6,Queclink GV55W,868574042919949
2012,BE06,15KQ,Queclink GV55W,868574042928403
2013,R35522,0Y1Q,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093348247
2014,TDS398,0ZII,Queclink GV55W,868574042746987
2015,VDO989,09I4,Queclink GV55W,868574041323648
2016,CFU42H,14JA,Queclink GV55W,868574042859004
2017,SSJ36G,14JB,Queclink GV55W,868574042877576
2018,SZT568,12P6,Queclink GV55W,868574042591888
2019,SPI853,13E9,Queclink GV55W,868574042789086
2020,FPN842,14NQ,Queclink GV55W,868574042907019
2021,OCH716,14OU,Queclink GV55W,868574042923933
2022,ZXT365 ,12G5,Queclink GV55W,868574042751177
2023,SPX636,0ZGF,Queclink GV55W,868574042596663
2024,SET294,14CY,Queclink GV55W,868574042880034
2025,TBZ305,12RP,Queclink GV55W,868574042464821
2026,SNJ596,488I,Queclink GV55W,868574042410584
2027,CATERPILLAR 420D,0ZAN,Queclink GV55W,868574042743828
2028,RETROEXCAVADORA 8787,14CP,Queclink GV55W,868574042788005
2029,CATERPILLAR 1599,15A1,Queclink GV55W,868574042881594
2030,GDW946,12NV,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102533082
2031,ENU559,O056,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,358077093506059
2032,HXL639,13DY,Queclink GV55W,868574042789664
2033,UAK031,0Y7C,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093312359
2034,SY013CD1909K8,0DHX,Queclink GV55W,868574042736749
2035,ESM601,14PW,Queclink GV55W,868574042872544
2036,LSX458,14PX,Queclink GV55W,868574042875273
2037,FVL706,14PZ,Queclink GV55W,868574042864954
2038,FUZ949,14Q3,Queclink GV55W,868574042912357
2039,GUW409,14Q4,Queclink GV55W,868574042911763
2040,LSY002,15B8,Queclink GV55W,868574042856216
2041,KYP232,15B9,Queclink GV55W,868574042863048
2042,KYP600,15BA,Queclink GV55W,868574042837133
2043,KYR785,15BE,Queclink GV55W,868574042851332
2044,LSY318,15BG,Queclink GV55W,868574042853692
2045,KYP504,15BH,Queclink GV55W,868574042862834
2046,LSY283,15BI,Queclink GV55W,868574042851597
2047,KYR726,15BO,Queclink GV55W,868574042868708
2048,KYO531,15CK,Queclink GV55W,868574042893870
2049,LSX996,15CL,Queclink GV55W,868574042873385
2050,LSY825,15CM,Queclink GV55W,868574042903117
2051,JTS464,15CQ,Queclink GV55W,868574042902317
2052,JTR974,15CR,Queclink GV55W,868574042889886
2053,JTR983,15CU,Queclink GV55W,868574042843693
2054,KYR850,15HM,Queclink GV55W,868574042901913
2055,KYR848,15HN,Queclink GV55W,868574042899570
2056,JTS638,15HQ,Queclink GV55W,868574042927181
2057,FUZ951,15IG,Queclink GV55W,868574042931464
2058,SY0079CC70078,0VVK,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,354514101466458
2059,EXCA SY003ACB20568,0NN8,GenX 5P,358014097744659
2060,SY007CEP572K8,12QD,Queclink GV55W,868574042466107
2061,SY007CEP532K8,12QX,Queclink GV55W,868574042786157
2062,MINICARG CDM312,A80U,GenX 653B IA 5B,353816058018138
2063,NGY616,15AV,Queclink GV55W,868574042875893
2064,NGY615,15AY,Queclink GV55W,868574042889589
2065,NOM790,14HN,Queclink GV55W,868574042908025
2066,EQZ522,14HO,Queclink GV55W,868574042916002
2067,JYV551,14HP,Queclink GV55W,868574042897962
2068,EMV263,14HQ,Queclink GV55W,868574042874631
2069,GET211,14HR,Queclink GV55W,868574042877352
2070,WCS435,14HW,Queclink GV55W,868574042850730
2071,WGY846,14IM,Queclink GV55W,868574042904842
2072,EQZ521,14IN,Queclink GV55W,868574042899562
2073,LOX479,14IO,Queclink GV55W,868574042912993
2074,KQS111,14IY,Queclink GV55W,868574042861653
2075,JET019,14JJ,Queclink GV55W,868574042874227
2076,FNM402,14JL,Queclink GV55W,868574042859319
2077,JLW978,14JM,Queclink GV55W,868574042866645
2078,EMV259,14JO,Queclink GV55W,868574042899067
2079,JEQ125,14JP,Queclink GV55W,868574042874342
2080,NIS976,14JQ,Queclink GV55W,868574042883137
2081,LIZ522,14JR,Queclink GV55W,868574042889639
2082,NIO569,14JS,Queclink GV55W,868574042840905
2083,ERl419,14JT,Queclink GV55W,868574042889548
2084,LQS037,14JX,Queclink GV55W,868574042862511
2085,GET212,14JY,Queclink GV55W,868574042849245
2086,NFZ590,14JZ,Queclink GV55W,868574042842554
2087,WEP242,14K0,Queclink GV55W,868574042889282
2088,FSW177,14K1,Queclink GV55W,868574042893029
2089,EQZ068,14KM,Queclink GV55W,868574042877162
2090,WNY590,14L6,Queclink GV55W,868574042886379
2091,EUU875,09N0,Queclink GV55,868574042732276
2092,CID677,0W99,Queclink GV55W,868574041971032
2093,BJQ265,0ZF5,Queclink GV55W,868574042711809
2094,BHF270,0ZGE,Queclink GV55W,868574042743760
2095,CEC233,0ZHX,Queclink GV55W,868574042717913
2096,203XIR,0ZIP,Queclink GV55W,868574042747472
2097,LKN257,14LX,Queclink GV55W,868574042888029
2098,GDX523,14LY,Queclink GV55W,868574042893797
2099,JYX637,14M0,Queclink GV55W,868574042860036
2100,CAT0416EAMFG13809,04BS,Queclink GV55W,868574042695564
2101,(SPS168),905B,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,354514101469874
2102,POWERSCREEN 1846,0ZDQ,Queclink GV55W,868574042720412
2103,WPK258 VF,11BS,VidFleet 4K,6B301AJT
2104,WEH160,13J9,Queclink GV55W,868574042796271
2105,NLW477,14K5,Queclink GV55W,868574042017009
2106,SY007CEQ661K8,12PA,Queclink GV55W,868574042697883
2107,WNK333,15GA,Queclink GV55W,868574042921747
2108,BMA11H,12Q7,Queclink GV55W,868574042568787
2109,TBK477,15ML,Queclink GV55W,868574042902903
2110,UIG753,15P5,Queclink GV55W,868574042844816
2111,SY007CEP596K8,12QF,Queclink GV55W,868574042785506
2112,BXX229,13HY,Queclink GV55W,868574042783881
2113,SY007CD5112K8,12FL,Queclink GV55W,868574042609912
2114,LKL861,0XF9,Queclink GV55W,868574042604251
2115,JIM033,0Z3C,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069557745
2116,CAT0D5K2JKYY00884,12F4,Queclink GV55W,868574042752449
2117,EXCAVADORA 6638,12F8,Queclink GV55W,868574042609938
2118,LCU948,12FW,Queclink GV55W,868574042609409
2119,WDS321,12OA,Queclink GV55W,868574042698428
2120,WDS340,12OC,Queclink GV55W,868574042594114
2121,WDS334,12P8,Queclink GV55W,868574042696356
2122,CATERPILLAR 3989,13K3,Queclink GV55W,868574042785852
2123,CAT0420FTHWD03938,13PI,Queclink GV55W,868574042849039
2124,NIT087,0Z8G,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,358077092415815
2125,LNU691,14PY,Queclink GV55W,868574042865464
2126,LLR303,12GG,Queclink GV55W,868574042659925
2127,ERK929,12LF,Queclink GV55W,868574042714050
2128,RMY498,15JI,Queclink GV55W,868574042895388
2129,SY007CEP573K8,12QB,Queclink GV55W,868574042783303
2130,SOR448,61AH,GenX 656BV,354725060620428
2131,SZX622,902H,GenX 656BV,357520075646394
2132,SY0307CB08538,0PY6,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,359369091040978
2133,SY036RCB50388,0NMY,GenX 5P,358014098072530
2134,LA NIÑA ASHLEY,13P8,Queclink GV55W,868574042781760
2135,SY007CD5082K8,12GS,Queclink GV55W,868574042730353
2136,SY007CEP809K8,13K9,Queclink GV55W,868574042781661
2137,BOBCAT S530-2,0ZFL,Queclink GV55W,868574042655352
2138,CAT 320D-2,12K6,Queclink GV55W,868574042676770
2139,AWK423,14OF,Queclink GV55W,868574042893045
2140,SZW528,14OP,Queclink GV55W,868574042835566
2141,SY013CD1910K8,0DHU,Queclink GV55W,868574042657119
2142,SY021NCCT8198,0UAO,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,352556102525818
2143,SY021KCCX5838,0VTI,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102055857
2144,SY003CE1300K8,14NG,Queclink GV55W,868574042911805
2145,JOHNDERRE310SJ,14KP,Queclink GV55W,868574042881958
2146,SY007SCC71828,0VKH,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,357041066466734
2147,977AFW,15KA,Queclink GV55W,868574042920376
2148,NCQ731,0DFQ,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,357041063759693
2149,TJV144,13JB,Queclink GV55W,868574042783659
2150,TRB115,13JE,Queclink GV55W,868574042797857
2151,TJV390,14CJ,Queclink GV55W,868574042890496
2152,TTG273,14CS,Queclink GV55W,868574042787270
2153,TSX790,14ME,Queclink GV55W,868574042858444
2154, UFX810,14MJ,Queclink GV55W,868574042889233
2155,SNQ176,14NS,Queclink GV55W,868574042894175
2156,TEO385,14NU,Queclink GV55W,868574042891841
2157,WCO117,12OJ,Queclink GV55W,868574042653779
2158,SY007SCD35828,0ZCV,Queclink GV55W,868574042747837
2159,USC786,12Q8,Queclink GV55W,868574042783337
2160,SL9563CEM0258,12M5,Queclink GV55W,868574042583778
2161,SL9563CEM0268,12PW,Queclink GV55W,868574042794508
2162,SY007CD5512K8,12SG,Queclink GV55W,868574042607056
2163,SY021NCCT8208,0UAN,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,352556102311698
2164,A363 - TJR235,14KI,Queclink GV55W,868574042876792
2165,J294 - ESU457,14KK,Queclink GV55W,868574042896295
2166,A489 - SXF365,14KZ,Queclink GV55W,868574042850805
2167,D038 - TJR191,14MG,Queclink GV55W,868574042901491
2168,J037 - TJR606,14MH,Queclink GV55W,868574042875786
2169,D073 - TJR424,14MI,Queclink GV55W,868574042924725
2170,A407 - TJQ968,14MK,Queclink GV55W,868574042926514
2171,J262 - TJR535,14N9,Queclink GV55W,868574042907811
2172,A616 - SXG759,14NA,Queclink GV55W,868574042903943
2173,J110 - TJR204,14NB,Queclink GV55W,868574042839352
2174,H327 - SXG773,14ND,Queclink GV55W,868574042917083
2175,D369 - TJR526,14NE,Queclink GV55W,868574042848098
2176,J246 - FSU501,14NO,Queclink GV55W,868574042897905
2177,A430 - SXF791,14NP,Queclink GV55W,868574042892203
2178,H409 - SXF773,14NZ,Queclink GV55W,868574042901285
2179,A107 - EST971,14O0,Queclink GV55W,868574042900782
2180,NEC448,13ES,Queclink GV55W,868574042787973
2181,OOJ672,15O6,Queclink GV55W,868574042931621
2182,CWZ743,12F9,Queclink GV55W,868574042641618
2183,SY007CD5105K8,12GM,Queclink GV55W,868574042765755
2184,WPX340,0ZBO,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,358077093407399
2185,TJR322,12H3,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514102545771
2186,SQX579,15H5,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102530732
2187,JZR158,14LA,Queclink GV55W,868574042704507
2188,AUP035,0U2M,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,352556102521122
2189,FJS030,0CHC,Queclink GV55W,868574042710371
2190,VCZ520,492B,Queclink GV55W,868574042677455
2191,EXCAVADORA 20806 (KO,0XNN,Queclink GV55W,868574041195772
2192,TFV625,14EG,Queclink GV55W,868574042787254
2193,LXS770,03LH,CalAmp 2630 - 3G - LMU2631H-H000-G1000,357041060841098
2194,ZNO072-OXIMED,0Z9C,Queclink GV55W,868574042748009
2195,ZNO071,0ZAW,Queclink GV55W,868574042726336
2196,ZNO050,12HP,Queclink GV55W,868574042605589
2197,LTL617,05VQ,Queclink GV55W,868574042674320
2198,LOADER T36E,0ZBT,Queclink GV55W,868574042751326
2199,KOMATSU,14DL,Queclink GV55W,868574042795877
2200,BOBCATS175,14DD,Queclink GV55W,868574042794730
2201,JOHN DEERE 310G/581,14DP,Queclink GV55W,868574042913546
2202,GFQ049,0ZF1,Queclink GV55W,868574042601026
2203,GFQ052,0ZF7,Queclink GV55W,868574042592217
2204,GFQ048,0ZGA,Queclink GV55W,868574041953147
2205,GFQ050,105T,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,354514101469775
2206,WOU612,13H0,Queclink GV55W,868574042784368
2207,TLK150 VF,13TK,VidFleet 4K,6B301ATQ
2208,S0Q315,15FZ,Queclink GV55W,868574042920541
2209,TGL216,15G0,Queclink GV55W,868574042921010
2210,JTW235,15G1,Queclink GV55W,868574042931142
2211,SPV106,15G2,Queclink GV55W,868574042919279
2212,SZP834,15G3,Queclink GV55W,868574042864434
2213,JTW091,15G4,Queclink GV55W,868574042890421
2214,TSY038,15G5,Queclink GV55W,868574042891601
2215,WCK178,15G7,Queclink GV55W,868574042872734
2216,TTY535,15G8,Queclink GV55W,868574042846787
2217,WFR525,15GL,Queclink GV55W,868574042895081
2218,KUN556,U727,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,359369090152626
2219,SY007CD5102K8,12FT,Queclink GV55W,868574042748421
2220,FST667,14O5,Queclink GV55W,868574042875364
2221,CATERPILLAR 323D2L,0ZDH,Queclink GV55W,868574042719992
2222,SL9563CEM0188,12QT,Queclink GV55W,868574042567557
2223,SY036CE0650K8,13J7,Queclink GV55W,868574042794706
2224,SY021KCCX5858,0VTM,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,354514101466573
2225,NSO348,15F2,Queclink GV55W,868574042847504
2226,WLL091,15F3,Queclink GV55W,868574042907902
2227,SY007CEQ688K8,03MJ,Queclink GV55W,868574042607197
2228,SY007CEQ667K8,14DU,Queclink GV55W,868574042797923
2229,JYO185,12G8,Queclink GV55W,868574042728217
2230,MGZ873,14JE,Queclink GV55W,868574042889670
2231,CAMP JIMNY/1041 Mari,0Q67,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102057317
2232,MOTO XTZ125/1043-125,12KR,Queclink GV55W,868574042020342
2233,MOTO XTZ125/1042 ELI,12M4,Queclink GV55W,868574042585757
2234,MOTO XTZ125/1044 AND,12OK,Queclink GV55W,868574042697073
2235,SSL463,0TXP,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,352556101968522
2236,SSL375 VF,11BQ,VidFleet 4K,6B301GPX
2237,SSL466,14CL,Queclink GV55W,868574042788401
2238,SSL487,15CB,Queclink GV55W,868574042848247
2239,SSL051 VF,15RH,VidFleet 4K,6B301GR9
2240,NNZ720,14CW,Queclink GV55W,868574042790084
2241,HFT643,15J3,Queclink GV55W,868574042904339
2242,UBY390,15JO,Queclink GV55W,868574042895040
2243,KVY471,13P1,Queclink GV55W,868574042855374
2244,HOLLANDB115B,14J1,Queclink GV55W,868574042905708
